gene_id	consensus_classification	label	source_count	sources	label_source	teacher_meta_probability	experimental_has_conflict	split	training_component	species
AT1G08080	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3439417360783224	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G08090	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0677720973424197	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G08320	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0848120858597259	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G08540	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3911892855691674	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G08720	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1041532019900309	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G08810	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0237576273808326	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G09000	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1349223476269091	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G09157	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0867838845589959	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G09210	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2561546968171053	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G09240	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2498252505800156	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G10010	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0595286304376887	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G10370	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0625824162399039	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G11070	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3990552648648722	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G11210	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3249892305444778	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G11220	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3342196914557604	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G11310	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.13361454373387	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G11350	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2228251720538688	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G11370	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1816422834153143	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G11730	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2064126264295434	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G11800	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3501479199018785	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G12110	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1140936687156034	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G12220	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1068075986058149	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G12480	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1294116109805026	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G12820	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1175165387488939	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G12950	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0598494234926671	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G13200	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1914777454198427	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G13860	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2235339319253446	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G14140	nonessential	0	1	TAIR_Locus_Germplasm_Phenotype_20130122	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2255206996729481	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G14230	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2874941728586147	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G14250	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1176008145490251	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G14350	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0527113038258064	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G14360	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0627784862289473	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G14460	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1871766565967509	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G14870	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0570789852604189	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G15030	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2709707449300351	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G15100	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1317240665620658	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G15950	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2002633395296411	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G15960	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2934505274616948	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G16010	nonessential	0	1	TAIR_Locus_Germplasm_Phenotype_20130122	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.278494480620948	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G16060	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0113321467401354	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G16410	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0162791840578349	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G16710	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2059960005279022	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G17140	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.350710267164735	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G17170	nonessential	0	1	TAIR_Locus_Germplasm_Phenotype_20130122	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2767880440883435	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G17420	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0381329195380015	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G18260	nonessential	0	1	TAIR_Locus_Germplasm_Phenotype_20130122	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3693808856060245	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G18310	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2132482909882974	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G18410	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1690039982306702	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G18580	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3157112604482244	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G18890	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3442891570520861	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G18960	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1207242869691868	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G19750	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2675047748725305	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G20020	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2610272265744352	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G20450	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2479325231414045	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G20630	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1157929070749375	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G20780	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.275958770517019	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G20990	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3985641725732207	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G21680	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1677219094461493	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G22300	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2155943708819905	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G22330	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.313105876274539	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G22400	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1809975224160319	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G22740	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2277205469197384	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G22990	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1010512352622011	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G23090	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2811017995046286	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G24400	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1816602833094567	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G24460	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3157973160801445	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G26790	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1506113410706193	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G27440	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2571920857841903	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G27840	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3945036973772102	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G27950	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1209130552220025	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G28380	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0690694043447534	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G29195	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2921374348959954	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G29670	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1708398982479055	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G29920	nonessential	0	1	TAIR_Locus_Germplasm_Phenotype_20130122	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1774836591299166	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G30000	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2351095455194007	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G30380	nonessential	0	1	TAIR_Locus_Germplasm_Phenotype_20130122	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3080631309745583	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G30620	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.274551000530806	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G31140	nonessential	0	1	TAIR_Locus_Germplasm_Phenotype_20130122	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1626091328130692	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G31170	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1954929559102572	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G32080	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1947055420125556	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G32230	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3877381246136899	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G32640	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.023053746081733	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G33590	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2511557996753008	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G35670	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2985687658535228	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G35720	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2174816001154997	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G42540	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0379489441534949	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G43700	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0707572896660325	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G45207	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3901342584141319	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G45474	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.12126608041535	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G47670	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3560072002643727	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G48470	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1598055327184849	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G48630	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3595220967951939	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G48990	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.22237767681186	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G49540	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2998211049237171	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G49650	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3444859917084326	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G49720	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1302667039104106	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G50460	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1196044394793867	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G50770	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2531160261571352	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G50820	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2960928008033737	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G51500	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0605916032126178	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G51590	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1635900690837758	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G51760	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3884635879479704	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G52150	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.130060485635071	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G52240	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1133735685991815	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G52400	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0133340376401748	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G52570	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2455735607977896	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G52760	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3381003597444669	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G53260	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2553449095648875	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G53500	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1401082203162062	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G54030	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2972558071344657	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G54040	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0291385013611938	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G54115	nonessential	0	1	TAIR_Locus_Germplasm_Phenotype_20130122	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1895880921214006	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G54580	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3391271591907649	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G55180	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1222994453486602	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G56000	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3057167265262929	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G56340	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3163297176501974	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G56430	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2279978504141231	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G56650	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0297307587345006	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G57750	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1307726567843961	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G58120	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2379669771726108	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G58235	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2417211501355659	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G59650	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2263684155875273	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G59820	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3323139380086721	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G60190	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2079602187138644	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G61210	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.227959350826096	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G61560	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2305378978180763	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G61660	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0423346133374406	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G61720	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2947812489710259	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G61940	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.309593609461101	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G62300	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0349775093530997	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G62600	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3962294263686984	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G63650	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0598863000444874	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G64390	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.086451756512838	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G64690	nonessential	0	1	TAIR_Locus_Germplasm_Phenotype_20130122	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2843024176830351	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G64760	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.139965375288783	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G64770	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2530234913365861	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G65040	nonessential	0	1	TAIR_Locus_Germplasm_Phenotype_20130122	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3874271715899958	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G65310	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0665371514697272	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G65770	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3330356731965421	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G66090	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1575136725680904	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G66170	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2504399254026609	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G66180	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1120517923686592	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G66200	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3995849735136457	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G66350	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0134257370253488	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G66840	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2960733780882814	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G66970	nonessential	0	1	TAIR_Locus_Germplasm_Phenotype_20130122	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1639031827822527	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G67560	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3582903339360858	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G68050	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1444324862448904	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G68530	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1891343266429934	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G68540	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3263832276512874	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G68550	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1509298275034662	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G68560	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.151209563379028	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G68800	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2282220520532376	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G69240	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2613160227189307	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G69500	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3904261970492585	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G69523	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3924155608486717	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G70170	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0080758597666236	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G70410	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1400491512652028	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G70460	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1633035597384174	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G70910	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3203343432660154	no	train	strict2601_common6751_matched_additions	arabidopsis
AT1G70950	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3867702583116844	no	train	strict2601_common6751_matched_additions	arabidopsis
